Codigo,Numero,Titulo,CodigoAmbito,Ambito,Municipio,TiposNorma,IdTiposNorma,Tags
RES 29/10/2012 ESP,29/10/2012,"Resolución de 29 de octubre de 2012, de la Dirección General de Industria y de la Pequeña y Mediana Empresa, por la que se publica la relación de normas armonizadas en el ámbito del Real Decreto 769/1999, de 7 de mayo, por el que se dictan las disposiciones de aplicación de la Directiva del Parlamento Europeo y del Consejo 97/23/CE relativa a los equipos a presión.", ESP,España,,Reg. Industrial,[3],"Resolución de 29 de octubre de 2012, Real Decreto 769/1999"
RES 29/10/2014 ESP,29/10/2014,"Resolución de 29 de octubre de 2014, de la Secretaría de Estado de Energía, por la que se aprueba el procedimiento del sistema de comunicación, ejecución y control del servicio de gestión de la demanda de interrumpibilidad regulado en la Orden IET/2013/2013, de 31 de octubre.", ESP,España,,M. Ambiente,[1],"Resolución de 29 de octubre de 2014, Orden IET/2013/2013"
RES 29/11/1966 ESP,29/11/1966,Resolución de la Dirección General de Previsión por la que se dictan normas aclaratorias del Reglamento de Enfermedades Profesionales., ESP,España,,Prevención,[2],
RES 29/11/2011 ESP,29/11/2011,"Resolución de 29 de noviembre de 2011, de la Secretaría de Estado de Seguridad, por la que se corrigen errores en la de 15 de noviembre de 2011, por la que se establecen los contenidos mínimos de los planes de seguridad del operador y planes de protección específicos conforme a lo dispuesto en el Real Decreto 704/2011, de 20 de mayo, por el que se aprueba el Reglamento de protección de infraestructuras críticas.", ESP,España,,M. Ambiente / Prevención,[1][2],"Resolución de 29 de noviembre de 2011, Real Decreto 704/2011"
RES 29/11/2017 ESP,29/11/2017,"Extracto de la Resolución de 29 de noviembre de 2017 de la Dirección de la Fundación Biodiversidad, por la que se aprueba la Convocatoria de concesión de ayudas, en régimen de concurrencia competitiva, para la realización de proyectos en materia de adaptación al cambio climático", ESP,España,,M. Ambiente,[1],Resolución de 29 de noviembre de 2017
RES 29/12/2015 CMA,29/12/2015,"Resolución de 29/12/2015, de la Dirección General de Agricultura y Ganadería, por la que se aprueba el Programa de Inspecciones de los Equipos de Aplicación de Productos Fitosanitarios de Castilla-La Mancha para el año 2016 y se da publicidad al mismo.",CMA,Castilla la Mancha,,M. Ambiente / Prevención,[1][2],Resolución de 29/12/2015
RES 29/12/2017 ESP,29/12/2017,"Resolución de 29 de diciembre de 2017, del Instituto para la Diversificación y Ahorro de la Energía, por la que se publica la Resolución de 28 de noviembre de 2017, del Consejo de Administración, por la que se amplía el plazo de vigencia del programa de ayudas para actuaciones de eficiencia energética en desaladoras, publicadas por Resolución de 18 de diciembre de 2015", ESP,España,,M. Ambiente,[1],"Resolución de 29 de diciembre de 2017, Resolución de 28 de noviembre de 2017, Resolución de 18 de diciembre de 2015"
RES 29/12/2020 ESP,29/12/2020,"Resolución de 29 de diciembre de 2020, de la Secretaría de Estado de Energía, por la que se aprueban determinados procedimientos de operación para su adaptación a las condiciones relativas al balance", ESP,España,,M. Ambiente,[1],Resolución de 29 de diciembre de 2020
RES 29/2/2012 ESP (1),29/2/2012,"Resolución de 29 de febrero de 2012, de la Dirección General de los Registros y del Notariado, por la que se modifica el Anexo III de la Orden JUS/1698/2011, de 13 de junio, por la que se aprueba el modelo para la presentación en el Registro Mercantil de las cuentas anuales consolidadas.", ESP,España,,M. Ambiente,[1],"Resolución de 29 de febrero de 2012, Orden JUS/1698/2011"
RES 29/2/2012 ESP (2),29/2/2012,"Resolución de 29 de febrero de 2012, de la Dirección General de los Registros y del Notariado, por la que se modifica el Anexo III de la Orden JUS/206/2009, de 28 de enero, por la que se aprueban nuevos modelos para la presentación en el Registro Mercantil de las cuentas anuales de los sujetos obligados a su publicación.", ESP,España,,M. Ambiente,[1],"Resolución de 29 de febrero de 2012, Orden JUS/206/2009"
RES 29/3/2006 ESP,29/3/2006,"Resolución de 29 de marzo de 2006, de la Secretaría General de Energía, por la que se efectúa la convocatoria para 2006, de las subvenciones para actuaciones sobre seguridad minera.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 29 de marzo de 2006
RES 29/3/2006 ESP (2),29/3/2006,"Resolución de 29 de marzo de 2006, de la Dirección General de Protección Civil y Emergencias, por la que se hace pública la nueva relación de números telefónicos a utilizar para la notificación de accidentes y otros datos de interés en los transportes de mercancías peligrosas por carretera y ferrocarril.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 29 de marzo de 2006
RES 29/3/2019 CMA,29/3/2019,"Resolución  de  29/03/2019,  de  la  Dirección  General  de  Industria,  Energía  y  Minería,  por  la  que  se  convocan ayudas, para el aprovechamiento de las energías renovables en Castilla-La Mancha para 2019, cofinanciadas por el Fondo Europeo de Desarrollo Regional",CMA,Castilla la Mancha,,M. Ambiente,[1],
RES 29/4/1999 ESP,29/4/1999,"Resolución de 29 de abril de 1999, del Congreso de los Diputados, por la que se ordena la publicación del acuerdo de convalización del Real Decreto-ley 6/1999, de 16 de abril, de medidas urgentes de liberalización e incremento de la competencia.", ESP,España,,M. Ambiente / Reg. Industrial,[1][3],"Resolución de 29 de abril de 1999, Real Decreto-ley 6/1999"
RES 29/4/2008 ESP,29/4/2008,"Resolución de 29 de abril de 2008, del Congreso de los Diputados, por la que se ordena la publicación del Acuerdo de convalidación del Real Decreto-ley 3/2008, de 21 de abril, de medias excepcionales y urgentes para garantizar el abastecimiento de poblaciones afectadas por la sequía en la provincia de Barcelona.", ESP,España,,M. Ambiente,[1],"Resolución de 29 de abril de 2008, Real Decreto-ley 3/2008"
RES 29/4/2011 ESP,29/4/2011,"Resolución de 29 de abril de 2011, de la Dirección General de Industria, por la que se actualiza el listado de normas de la instrucción técnica complementaria ITC-ICG 11 del Reglamento técnico de distribución y utilización de combustibles gaseosos, aprobado por Real Decreto 919/2006, de 28 de julio.", ESP,España,,Reg. Industrial,[3],"Resolución de 29 de abril de 2011, Real Decreto 919/2006"
RES 29/4/2015 ESP (1),29/4/2015,"Resolución de 29 de abril de 2015, de la Secretaría de Estado de Energía, por la que se determina la fecha de finalización del periodo de carencia para la aplicación del periodo transitorio para la verificación de la sostenibilidad de los biocarburantes y biolíquidos.", ESP,España,,M. Ambiente / Reg. Industrial,[1][3],Resolución de 29 de abril de 2015
RES 29/4/2015 ESP (2),29/4/2015,"Resolución de 29 de abril de 2015, de la Dirección General de Política Energética y Minas, por la que se fija el precio medio de la energía a aplicar en el cálculo de la retribución del servicio de gestión de la demanda de interrumpibilidad ofrecido por los consumidores de los sistemas eléctricos no peninsulares a los que resulta de aplicación la Orden ITC/2370/2007, de 26 de julio, durante el segundo trimestre de 2015.", ESP,España,,M. Ambiente,[1],"Resolución de 29 de abril de 2015, Orden ITC/2370/2007"
RES 29/4/2015 ESP (3),29/4/2015,"Resolución de 29 de abril de 2015, de la Autoridad Portuaria de Las Palmas, por la que se publica la aprobación del Pliego de Prescripciones Particulares del Servicio portuario de recepción de desechos generados por buques en los puertos gestionados por la Autoridad Portuaria de Las Palmas.", ESP,España,,M. Ambiente,[1],Resolución de 29 de abril de 2015
RES 29/5/2008 ESP,29/5/2008,"Resolución de 29 de mayo de 2008, del Instituto para la Diversificación y Ahorro de la Energía, por el que se establecen las bases reguladoras para la convocatoria 2008 del programa de ayudas IDAE a la financiación de proyectos estratégicos de inversión en ahorro y eficiencia energética dentro del Plan de Acción 2008-2012 de la Estrategia de Ahorro y Eficiencia Energética en España (E4).", ESP,España,,M. Ambiente,[1],Resolución de 29 de mayo de 2008
RES 29/5/2017 ESP,29/5/2017,"Resolución de 29 de mayo de 2017, de la Secretaría de Estado de la Seguridad Social, por la que se aprueban las bases reguladoras de la concesión de subvenciones por la Fundación Estatal para la Prevención de Riesgos Laborales, en régimen de concurrencia competitiva, para la realización de actividades en el ámbito de la prevención de riesgos laborales conforme a la Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales", ESP,España,,Prevención,[2],"Resolución de 29 de mayo de 2017, Ley 31/1995"
RES 29/6/2007 ESP,29/6/2007,"Resolución de 29 de junio de 2007, de la Secretaría General de Energía, por la que se efectúa la convocatoria para 2007, de las subvenciones a la exploración e investigación geológico-minera y a la mejora del medio ambiente, en relación con las actividades mineras no energéticas.", ESP,España,,M. Ambiente,[1],Resolución de 29 de junio de 2007
RES 29/7/2008 ESP,29/7/2008,"Resolución de 29 de julio de 2008, de la Subsecretaría, por la que se anuncia el plazo de presentación de solicitudes de ayuda a proyectos susceptibles de ser financiados por el Instrumento Financiero LIFE+ de la Unión Europea, en los ámbitos temáticos de LIFE+ Naturaleza y Biodiversidad, LIFE+ Política y Gobernanza Medio Ambiental y LIFE+ Información y Comunicación, convocatoria 2008.", ESP,España,,M. Ambiente,[1],Resolución de 29 de julio de 2008
RES 3/10/2001 ESP,3/10/2001,"Resolución de 3 octubre 2001, de la Dirección General de Transportes por Carretera, por la que se modifica la lista de control del transporte de mercancías peligrosas por carretera.", ESP,España,,M. Ambiente / Prevención,[1][2],
RES 3/11/2008 ESP,3/11/2008,"Resolución de 3 de noviembre de 2008, de la Dirección General de la Marina Mercante, por la que se regula el  procedimiento de solicitud y expedición de los certificados de seguros a los que se refiere el Real Decreto 1795/2008, de 31 de octubre, por el que se dictan normas sobre la cobertura de la responsabilidad civil por daños causados por la contaminación de los hidrocarburos para combustible de los buques, y el Real Decreto 1892/2004, de 10 de septiembre, por el que se dictan normas para la ejecución del Convenio internacional sobre responsabilidad civil por daños debidos a contaminación de las aguas del mar por hidrocarburos, 1992.", ESP,España,,M. Ambiente / Prevención,[1][2],"Resolución de 3 de noviembre de 2008, Real Decreto 1795/2008, Real Decreto 1892/2004"
RES 3/12/2005 ESP,3/12/2005,Resolución del Secretario General para la Prevención de la Contaminación y del Cambio Climático por la que se anuncia la apertura del período de información pública para la asignación individualizada de derechos de emisión., ESP,España,,M. Ambiente,[1],
RES 3/3/2014 CMA,3/3/2014,"Resolución de 03/03/2014, de la Dirección General de Relaciones Laborales y Seguridad y Salud Laboral, por la que se aprueba para el ejercicio 2014 la convocatoria de subvenciones para fomentar proyectos de mejora en prevención de riesgos laborales.",CMA,Castilla la Mancha,,Prevención,[2],Resolución de 03/03/2014
RES 3/4/1997 ESP,3/4/1997,"Resolución de 3 de abril de 1997, de la Dirección General de Tecnología y Seguridad Industrial, por la que se autoriza la Instalación de ascensores sin cuarto de máquinas.", ESP,España,,Reg. Industrial,[3],Resolución de 3 de abril de 1997
RES 3/4/2001 ESP,3/4/2001,"Resolución de 3 de abril de 2001, de la Secretaria de Estado de Política Científica y Tecnológica, por la que se efectúa la convocatoria del año 2001 para la concesión de ayudas del Programa Nacional de Recursos Naturales y del Programa Nacional de Medio Ambiente del Programa de Fomento de la Investigación Técnica (PROFIT), incluido en el Plan Nacional de Investigación Científica Desarrollo e Innovación Tecnológica (2000-2003).", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 3 de abril de 2001
RES 3/4/2007 CMA,3/4/2007,"Resolución de 03-04-2007, de la Dirección General de Industria y energía, por la que se convocan ayudas para la formación y sensibilización en materia de seguridad minera, en el ámbito de las industrias extractivas de Castilla-La Mancha.",CMA,Castilla la Mancha,,Prevención,[2],
RES 3/4/2012 ESP,3/4/2012,"Resolución de 3 de abril de 2012, del Instituto Social de la Marina, por la que se convocan ayudas económicas para la dotación de los botiquines de los que han de ir provistos los buques, correspondientes al año 2011.", ESP,España,,Prevención,[2],Resolución de 3 de abril de 2012
RES 3/6/2002 EUR,3/6/2002,Resolución del Consejo de 3 de junio de 2002 sobre una nueva estrategia comunitaria de salud y seguridad en el trabajo (2002-2006).,  EUR,Europa,,Prevención,[2],
RES 3/6/2008 CMA,3/6/2008,"Resolución de 03-06-2008, de la Dirección General de Industria, Energía y Minas, por la que se convocan ayudas al fomento de la seguridad laboral en el ámbito de la minería de Castilla La-Mancha.",CMA,Castilla la Mancha,,Prevención,[2],
RES 3/7/2015 ESP,3/7/2015,"Resolución de 3 de julio de 2015, de la Secretaría de Estado de Energía, por la que se establece el procedimiento de cálculo de los costes reales para la realización de la liquidación definitiva anual del año 2011, correspondiente a la aplicación del Real Decreto 134/2010, de 12 de febrero, por el que se establece el procedimiento de resolución de restricciones por garantía de suministro y se modifica el Real Decreto 2019/1997, de 26 de diciembre, por el que se organiza y regula el mercado de producción de energía eléctrica.", ESP,España,,M. Ambiente,[1],"Resolución de 3 de julio de 2015, Real Decreto 134/2010, Real Decreto 2019/1997"
RES 3/7/2020 CMA,3/7/2020,"Resolución de 3/7/2020, de la Viceconsejería de Empleo, Diálogo Social y Bienestar Laboral, por la que se aprueba la convocatoria de subvenciones para fomentar proyectos de mejora en prevención de riesgos laborales, para el ejercicio 2020",CMA,Castilla la Mancha,,Prevención,[2],Resolución de 3/7/2020
RES 3/8/2015 ESP,3/8/2015,"Resolución de 3 de agosto de 2015, de la Dirección General de Empleo, por la que se registra y publica el XVIII Convenio colectivo general de la industria química", ESP,España,,Prevención,[2],Resolución de 3 de agosto de 2015
RES 30/1/1991 ESP,30/1/1991,"Resolución de 30 de enero de 1991, por la que se publica el Acuerdo del Consejo de Ministros por el que se aprueba la directriz básica para la elaboración y homologación de los Planes especiales del Sector Químico.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 30 de enero de 1991
RES 30/1/2017 ESP,30/1/2017,"Resolución de 30 de enero de 2017, de la Secretaría General de Industria y de la Pequeña y Mediana Empresa, por la que se actualiza el anexo I.2 del Real Decreto 837/2002, de 2 de agosto, en lo relativo a los parámetros que determinan la media del consumo de los vehículos de turismo nuevos que se pongan a la venta o se ofrezcan en arrendamiento financiero en territorio español", ESP,España,,M. Ambiente,[1],"Resolución de 30 de enero de 2017, Real Decreto 837/2002"
RES 30/10/2012 CMA,30/10/2012,"Resolución de 30/10/2012, de la Dirección General de Agricultura y Ganadería, por la que se publican los créditos disponibles para la resolución de las ayudas destinadas a las empresas agrarias, las industrias agroalimentarias y establecimientos de almacenamiento o gestión de subproductos, para la mejora de la capacidad técnica de gestión de subproductos de origen animal no destinados al consumo humano (Sandach) para el año 2012.",CMA,Castilla la Mancha,,M. Ambiente,[1],Resolución de 30/10/2012
RES 30/10/2014 ESP,30/10/2014,"Resolución de 30 de octubre de 2014, de la Dirección General de Política Energética y Minas, por la que se fija el precio medio de la energía a aplicar en el cálculo de la retribución del servicio de gestión de la demanda de interrumpibilidad ofrecido por los consumidores que adquieren su energía en el mercado de producción durante el cuarto trimestre de 2014.", ESP,España,,M. Ambiente,[1],Resolución de 30 de octubre de 2014
RES 30/11/2001 ESP_281501,30/11/2001,"Resolución de 30 de noviembre de 2001, de la Secretaría de Estado de Política Científica y Tecnológica, por la que se efectúa la convocatoria para el año 2002 para la concesión de ayudas al Programa Nacional de Energía del Programa de Fomento de la Investigación Técnica (PROFIT) incluido en el Plan Nacional de Investigación CIentífica, Desarrollo e Innovación Tecnológica (2000-2003).", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 30 de noviembre de 2001
RES 30/12/1993 ESP,30/12/1993,"Resolución de 30 de diciembre de 1993, de la Secretaria General para la Seguridad Social, por la que se considera provisionalmente como enfermedad profesional la detectada en industrias del sector de aerografía textil de la Comunidad Autónoma Valenciana.", ESP,España,,Prevención,[2],Resolución de 30 de diciembre de 1993
RES 30/12/2016 CMA,30/12/2016,"Resolución de 30/12/2016, de la Viceconsejería de Medio Ambiente, por la que se aprueba el Programa de Inspección de Traslados Transfronterizos de Residuos de Castilla-La Mancha para el año 2017",CMA,Castilla la Mancha,,M. Ambiente,[1],Resolución de 30/12/2016
RES 30/3/2017 ESP,30/3/2017,"Resolución de 30 de marzo de 2017, de la Autoridad Portuaria de la Bahía de Algeciras, por la que se publica el Pliego de prescripciones particulares del servicio portuario de practicaje", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 30 de marzo de 2017
RES 30/4/2005 ESP,30/4/2005,"Resolución de 30 de abril de 2005, de la Secretaría de Estado de Universidades e Investigación, por la que se efectúa la convocatoria del año 2005, para la concesión de las ayudas del Plan Nacional de Investigación Científica, Desarrollo e Innovación Tecnológica (I+D+I 2004-2007), en la parte dedicada al fomento de la investigación técnica para el apoyo a la creación e impulso de redes tecnológicas.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 30 de abril de 2005
RES 30/4/2012 ESP,30/4/2012,"Resolución de 30 de abril de 2012, de la Dirección General de Política Energética y Minas, por la que se publica el protocolo de detalle PD-14 «Criterios de definición del grado de saturación de las Estaciones de Regulación y Medida y Estaciones de Medida y Procedimiento de realización de propuestas de actuación» y se modifica el protocolo de detalle PD-10 «Cálculo de la capacidad de las instalaciones».", ESP,España,,Reg. Industrial,[3],Resolución de 30 de abril de 2012
RES 30/4/2013 ESP,30/4/2013,"Resolución de 30 de abril de 2013, de la Dirección General de Calidad y Evaluación Ambiental y Medio Natural, por la que se publica el Acuerdo del Consejo de Ministros de 12 de abril de 2013, por el que se aprueba el Plan Nacional de Calidad del Aire y Protección de la Atmósfera 2013-2016: Plan Aire.", ESP,España,,M. Ambiente,[1],Resolución de 30 de abril de 2013
RES 30/4/2013 ESP (2),30/4/2013,"Resolución de 30 de abril de 2013, de la Dirección General de Política Energética y Minas, por la que se modifica el protocolo de detalle PD-04 «Mecanismos de Comunicación» de las normas de gestión técnica del sistema gasista.", ESP,España,,Reg. Industrial,[3],Resolución de 30 de abril de 2013
RES 30/4/2015 ESP,30/4/2015,"Resolución de 30 de abril de 2015, de la Dirección General de Política Energética y Minas, por la que se determina el procedimiento de envío de información de los sujetos obligados del sistema de obligaciones de eficiencia energética, en lo relativo a sus ventas de energía, de acuerdo con la Ley 18/2014, de 15 de octubre, de aprobación de medidas urgentes para el crecimiento, la competitividad y la eficiencia.", ESP,España,,M. Ambiente,[1],"Resolución de 30 de abril de 2015, Ley 18/2014"
RES 30/5/2007 ESP,30/5/2007,"Resolución de 30 de mayo de 2007, de Puertos del Estado, por la que se dispone la publicación del Acuerdo del Consejo Rector de Puertos del Estado, relativo a la aprobación del Pliego regulador del servicio portuario básico de carga, estiba, desestiba, descarga y transbordo de mercancías.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 30 de mayo de 2007
RES 30/5/2012 ESP,30/5/2012,"Resolución 30 de mayo de 2012, del Secretario de Estado de Infraestructuras, Transporte y Vivienda, por la que se aprueba la metodología de análisis de riesgo en túneles de la Red de Carreteras del Estado", ESP,España,,Seguridad Vial,[5],
RES 30/6/2009 ESP,30/6/2009,"Resolución de 30 de junio de 2009, de la Secretaría de Estado de la Seguridad Social, por la que se establecen los criterios y prioridades a aplicar por las mutuas de accidentes de trabajo y enfermedades profesionales de la Seguridad Social en la planificación de sus actividades preventivas para el año 2009, en desarrollo de lo dispuesto en la Orden TAS/3623/2006, de 28 de noviembre, por la que se regulan las actividades preventivas en el ámbito de la Seguridad Social y la financiación de la Fundación para la Prevención de Riesgos Laborales.", ESP,España,,Prevención,[2],"Resolución de 30 de junio de 2009, Orden TAS/3623/2006"
RES 30/6/2011 ESP (1),30/6/2011,"Resolución de 30 de junio de 2011, de la Secretaría General de Innovación, por la que se aprueba la convocatoria correspondiente al año 2011 de los Premios Nacionales de Diseño del Ministerio de Ciencia e Innovación.", ESP,España,,M. Ambiente,[1],Resolución de 30 de junio de 2011
RES 30/6/2011 ESP (2),30/6/2011,"Resolución de 30 de junio de 2011, de la Secretaría de Estado de Medio Rural y Agua, por la que se declaran las zonas sensibles en las cuencas intercomunitarias.", ESP,España,,M. Ambiente,[1],Resolución de 30 de junio de 2011
RES 30/6/2017 ESP,30/6/2017,"Resolución de 30 de junio de 2017, de la Secretaría de Estado de Energía, por la que se convoca subasta para la asignación del régimen retributivo específico a nuevas instalaciones de producción de energía eléctrica a partir de fuentes de energía renovables, al amparo de lo dispuesto en el Real Decreto 650/2017, de 16 de junio.", ESP,España,,M. Ambiente,[1],"Resolución de 30 de junio de 2017, Real Decreto 650/2017"
RES 30/7/2010 CMA,30/7/2010,"Resolución de 30/07/2010, de la Consejería de Ordenación del Territorio y Vivienda, por la que se convocan ayudas destinadas a promover la mejora de la eficiencia y el ahorro energético en el sector de los servicios públicos, en el sector industrial y de cogeneración, así como en el sector de la edificación.",CMA,Castilla la Mancha,,M. Ambiente,[1],Resolución de 30/07/2010
RES 30/7/2015 ESP (1),30/7/2015,"Resolución de 30 de julio de 2015, de la Secretaría de Estado de Energía, por la que se aprueban las características del procedimiento competitivo de subastas para la asignación del servicio de gestión de la demanda de interrumpibilidad regulado en la orden IET/2013/2013, de 31 de octubre, por la que se regula el mecanismo competitivo de asignación del servicio de gestión de la demanda de interrumpibilidad, para la temporada eléctrica 2016.", ESP,España,,M. Ambiente,[1],"Resolución de 30 de julio de 2015, orden IET/2013/2013"
RES 30/7/2015 ESP (2),30/7/2015,"Resolución de 30 de julio de 2015, de la Secretaría de Estado de Energía, por la que se aprueban las reglas del procedimiento competitivo de subastas para la asignación del servicio de gestión de la demanda de interrumpibilidad y el modelo de adhesión al marco legal establecido para la participación en las subastas.", ESP,España,,M. Ambiente,[1],Resolución de 30 de julio de 2015
RES 30/7/2015 ESP (3),30/7/2015,Resolución de la Autoridad Portuaria de Barcelona por la que se hacepública la aprobación del Plan de recepción de desechos de buques yresiduos de carga en el puerto de Barcelona (2014-2016)., ESP,España,,M. Ambiente,[1],
RES 30/9/1982 ESP,30/9/1982,"Resolución de 30 de septiembre de 1982, de la Dirección General de Trabajo, por la que se aprueban las normas para la aplicación y desarrollo de la Orden sobre las condiciones en que deben realizarse los trabajos en los que se manipula el amianto.", ESP,España,,Prevención,[2],Resolución de 30 de septiembre de 1982
RES 30/9/1998 ESP,30/9/1998,"Resolución de 30 de septiembre de 1998, de la Dirección General de Tributos, relativa a la aplicación del Impuesto sobre el Valor Añadido a determinadas operaciones efectuadas en el marco de los sistemas integrados de gestión de envases usados y residuos de envases, regulados en la Ley 11/1997, de 24 de abril, de Envases y Residuos de Envases, por las entidades de gestión de los referidos sistemas y por otros agentes económicos.", ESP,España,,M. Ambiente,[1],"Resolución de 30 de septiembre de 1998, Ley 11/1997"
RES 30/9/2013 ESP,30/9/2013,"Resolución de 30 de septiembre de 2013, de la Dirección General de Industria y de la Pequeña y Mediana Empresa, por la que se amplía la relación de refrigerantes autorizados por el Reglamento de seguridad para instalaciones frigoríficas.", ESP,España,,Reg. Industrial,[3],Resolución de 30 de septiembre de 2013
RES 31/1/1995 ESP,31/1/1995,"Resolución de 31 de enero de 1995, de la Secretaría de Estado de Interior, por la que se dispone la publicación del Acuerdo del Consejo de Ministros por el que se aprueba la Directriz Básica de Planificación de Protección Civil ante el Riesgo de Inundaciones.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 31 de enero de 1995
RES 31/1/2013 ESP,31/1/2013,"Resolución de 31 de enero de 2013, de la Secretaría de Estado de Energía, por la que se publica la de 30 de enero de 2013, del Consejo de Administración del Instituto para la Diversificación y Ahorro de la Energía, por la que se establecen las bases reguladoras de la segunda convocatoria de ayudas del «Programa de Incentivos al Vehículo Eficiente (PIVE-2)»", ESP,España,,M. Ambiente,[1],Resolución de 31 de enero de 2013
RES 31/10/2012 ESP,22/11/2012,"Resolución de 31 de octubre de 2012, de la Secretaría de Estado de Energía, por la que se publica el crédito disponible y la distribución definitiva de los créditos de la convocatoria para 2012 de ayudas a la prevención de riesgos y seguridad minera en el ámbito de una minería sostenible, a la exploración e investigación geológico-minera y a la mejora de la productividad de las actividades mineras no energéticas, realizada por Resolución de 26 de julio de 2012.", ESP,España,,M. Ambiente / Prevención,[1][2],"Resolución de 31 de octubre de 2012, Resolución de 26 de julio de 2012"
RES 31/10/2018 ESP (1),31/10/2018,"Resolución de 31 de octubre de 2018, de la Presidencia del Consorcio de Compensación de Seguros, por la que se aprueban los modelos del recargo a favor del Fondo de Compensación de Daños Medioambientales y se establece el procedimiento de declaración e ingreso", ESP,España,,M. Ambiente,[1],Resolución de 31 de octubre de 2018
RES 31/10/2018 ESP (2),31/10/2018,"Resolución de 31 de octubre de 2018, de la Dirección General de Seguros y Fondos de Pensiones, por la que se aprueba la tarifa de la aportación al Fondo de Compensación de Daños Medioambientales", ESP,España,,M. Ambiente,[1],Resolución de 31 de octubre de 2018
RES 31/3/2014 CMA,31/3/2014,"Resolución de 31/03/2014, de la Dirección General de Industria, Energía y Minas, por la que se aprueba el Plan de adecuación normativa de instalaciones y establecimientos industriales en materia de seguridad industrial.",CMA,Castilla la Mancha,,Reg. Industrial,[3],Resolución de 31/03/2014
RES 31/5/2001 ESP,31/5/2001,"Resolución de 31 de mayo de 2001, de la Dirección General de Política Energética y Minas, por la que se establecen modelo de contrato tipo y modelo de factura para instalaciones solares fotovoltaicas conectadas a la red de baja tensión", ESP,España,,M. Ambiente,[1],Resolución de 31 de mayo de 2001
RES 31/5/2020 ESP,31/5/2020,"Resolución de 31 de mayo de 2020, de la Secretaría de Estado de Energía, por la que se determinan los valores medios nacionales de la intensidad de las emisiones de gases de efecto invernadero durante el ciclo de vida en relación con la electricidad consumida por motocicletas y vehículos eléctricos", ESP,España,,M. Ambiente,[1],Resolución de 31 de mayo de 2020
RES 31/7/2006 ESP,31/7/2006,"Resolución de 31 de julio de 2006, de la Secretaría General para la Prevención de la Contaminación y del Cambio Climático, por la que se convocan las ayudas previstas en el Convenio suscrito con el Instituto de Crédito Oficial para el establecimiento de una línea de financiación para la mejora medioambiental en las PYMEs durante el año 2006.", ESP,España,,M. Ambiente / Prevención,[1][2],Resolución de 31 de julio de 2006
RES 31/7/2008 ESP,31/7/2008,"Resolución de 31 de julio de 2008, de la Secretaría de Estado de la Seguridad Social, por la que se determinan las actividades preventivas a realizar por las mutuas de accidentes de trabajo y enfermedades profesionales de la Seguridad Social durante el año 2008, en desarrollo de lo dispuesto en la Orden TAS/3623/2006, de 28 de noviembre, por la que se regulan las actividades preventivas en el ámbito de la Seguridad Social y la financiación de la Fundación para la Prevención de Riesgos Laborales.", ESP,España,,Prevención,[2],"Resolución de 31 de julio de 2008, Orden TAS/3623/2006"
RES 31/7/2012 ESP (1),31/7/2012,"Resolución de 31 de julio de 2012, de la Secretaría General Técnica, por la que se publica el Convenio de colaboración con la Comunidad Autónoma de Extremadura para el funcionamiento de la aplicación informática para la gestión de la información de los servicios de prevención ajenos acreditados.", ESP,España,,Prevención,[2],Resolución de 31 de julio de 2012
RES 31/7/2012 ESP (2),31/7/2012,"Resolución de 31 de julio de 2012, de la Secretaría General Técnica, por la que se publica el Convenio de colaboración con la Comunidad Autónoma de Cantabria para el funcionamiento de la aplicación informática para la gestión de la información de los servicios de prevención ajenos acreditados.", ESP,España,,Prevención,[2],Resolución de 31 de julio de 2012
RES 31/7/2014 ESP (2),31/7/2014,"Resolución de 31 de julio de 2014, de la Dirección General de Política Energética y Minas, por la que se definen los criterios por los que se considera que una instalación de producción en los sistemas eléctricos no peninsulares tiene un índice de funcionamiento reducido.", ESP,España,,M. Ambiente,[1],Resolución de 31 de julio de 2014
RES 31/8/2015 ESP,31/8/2015,"Resolución de 31 de agosto de 2015, de la Dirección General del Agua, por la que se publica el Acuerdo del Consejo de Ministros de 28 de agosto de 2015, por el que se declaran excluidas del trámite de evaluación ambiental diversas actuaciones relativas a la puesta en marcha de sondeos, por cuenta propia o ajena, como consecuencia de la situación de sequía declarada en el ámbito territorial de la Confederación Hidrográfica del Segura.", ESP,España,,M. Ambiente,[1],Resolución de 31 de agosto de 2015
RES 4/10/2006 ESP,4/10/2006,"Resolución de 4 de octubre de 2006, de la Secretaría General de Energía, por la que se aprueba el procedimiento de operación 3.7 Programación de la generación renovable no gestionable.", ESP,España,,Prevención,[2],Resolución de 4 de octubre de 2006
